id,text_v2,sentence_count,char_length,word_count,label_id,category,subject,n_urls,n_emails,n_phones,n_quote_lines
29,"[insert deletion of unnecessary quote]

First of all, God does not take any sort of pleasure from punishing
people. He will have mercy on whom he will have mercy and compassion on
whom he will have compassion (Ex 33:19). However, if he enjoyed
punishing people and sending them to hell, then why would he send Jesus
to ""seek and save that which was lost"" (Luke 19:10)?

You asked for it.

2 Peter 2:4-ff talks about how those who are ungodly are punished.
Matthew 25:31-46 is also very clear that those who do not righteous in
God's eyes will be sent to hell for eternity.
2 Thessalonians 1:6-10 states that those who cause trouble for the
disciples ""will be punished with everlasting destruction and shut out
from the presence of the Lord"".
2 Thessalonians 2:9-12 talks about those who refuse to love the truth
being condemned.
Revelation 21:6-8 talks about the difference between those who overcomes
and those who do not. Those who do not, listed in verse 8, will be in
the ""fiery lake of burning sulfur"".
Revelation 14:9-12 gives the indication that those who follow the beast
""will be tormented with burning sulfur"" and there being ""no rest day or
night"" for them because of it.
Psalm 9:17: ""The wicked return to the grave, all the nations that
forget God.""

I think those should be sufficient to prove the point.

Joe Fisher

[In the following I'm mostly playing ""devil's advocate"". I'm not
advocating either position. My concern is that people understand that
it's possible to see these passages in different ways. It's possible
to see eternal destruction as just that -- destruction. Rev often
uses the term ""second death"". The most obvious understanding of that
would seem to be final extinction. The problem is that the NT speaks
both of eternal punishment and of second death. I.e. it uses terms
that can be understood either way. My concern here is not to convince
you of one view or the other, but to help people understand that
there's a wide enough variety of images that it's possible to
understand them either way. As Tom Albrecht commented, the primary
point is to do our best to keep people out of the eternal fire,
whatever the details. (To make things more interesting, Luke 20:35
implies that the damned don't get resurrected at all. Presumably
they just stay dead. -- yes I'm aware that it's possible to
understand this passage in a non-literal way.)

2 Peter 2:4-ff is talking about angels, and talks about holding them
in hell until the final judgement. This isn't eternal punishement.

Matthew 25:31-46 talks about sending the cursed into eternal fire
prepared for the devil and his angels. The fact that the fire is
eternal doesn't mean that people will last in its flames forever.
Particularly interesting is the comment about the fire having been
prepared for the devil and his angels. Rev 20 and 21 talk about the
eternal fire as well. They say that the beast and the false prophet
will be tormented forever in it. When talking about people being
thrown into it (20:13-14), it is referred to as ""the second death"".
This sounds more like extinction than eternal torment. Is is possible
that the fire has different effects on supernatural entities such as
the devil, and humans?

2 Thessalonians 1:6-10 similarly, what is ""everlasting destruction""?
This is not necessarily eternal torment. This one can clearly be
understood either way, but I think it's at least possible to think
that everlasting is being used to contrast the kind of destruction
that can occur in this life with the final destruction that occurs in
eternity.

2 Thessalonians 2:8 again talks about destruction.
Revelation 21:6-8: see comment above
Revelation 14:9-12 is probably the best of the quotes. Even there,
it doesn't explicitly say that the people suffer forever. It says
that the smoke (and presumably the fire) is eternal, and that
there is no respite from it. But it doesn't say that the people
are tormented forever.

Psalm 9:17: I don't see that it says anything relevant to this issue.

--clh]

Newsgroup: soc.religion.christian
document_id: 20655",47,4058,688,2,soc.religion.christian,Re: Eternity of Hell (was Re: Hell),0,2,0,14
30,"I'm wondering if I can tote my American touch tone phone around with me
to Sweden and Germany. It's DC powered, and I can buy a special adapter
for that in Europe. The question is if the general electronics work
the same. I can buy a different wall plug and refit it (I'm sure I'd
have to), but would that do the trick?

Thanks,
Hugo

Newsgroup: sci.electronics
document_id: 54217",5,380,69,1,sci.electronics,How universal are phones these days?,0,0,0,0
31,"In article <EMAIL>, <EMAIL> (Desiree Bradley) writes:

First by his fruits. The messiah comes to build the kingdom of heaven
on the earth. He also comes to first reveal the root cause of
original sin (fallen nature) and then provide a means to cut the
connection to that original sin. He also wants to create world peace
based on Godism. The messiah's teachings will build on the foundation
of the Bible but provide profound new insights into the nature of God,
the fall of man, the purpose of creation, and God's providence of
restoration. It will also provide a foundation for the unity of all
the World's religions.

Many Christians expect Jesus to come on literal clouds, so they may
miss him when he returns. Just as the Jewish people missed Jesus 2000
years ago. They are still waiting for his first coming. The Jewish
people of that age expected Elijah to come first. Jesus said that
John the Baptist was Elijah. But John the Baptist denied that he was
Elijah. (How did this reflect on Jesus?) Later in prison John even
questioned who Jesus was: ""is he the one who is to come or do we look
for another"". (see book of Matthew)

David Koresh didn't even come close. The problem is that people like
this make it difficult for people to believe and trust in the real
Messiah when he does show up.

Very good point and perhaps the most important point of all for
Christians: How to recognize the Second Coming?

The Messiah should not claim to be God. What sets a Messiah apart is
that he is born without original sin. He is not born perfect but
achieves perfection after a period of growth. Adam and Eve were born
sinless but they fell, and this tragedy meant that it would take God
thousands of years to create the kingdom of heaven on the earth as God
originally intended. God's restoration providence is still not
complete. The messiah is the true Son of God, one with God, God's
representative on the earth, but not God himself. There is only one
God.

...

Who else in this world is claiming to be the Messiah. Maybe he's already here.

Mike

Newsgroup: soc.religion.christian
document_id: 20766",27,2103,375,2,soc.religion.christian,Re: Being right about messiahs,0,2,0,24
32,"I need the specs on various eprom data formats such as Intel Hex, Motorola S
JEDEC etc.

Can anyone out there provide such info or a pointer to it?
The one I want the most is Intel Hex.

Mike

Newsgroup: sci.electronics
Document_id: 53781",4,238,43,1,sci.electronics,specs on eprom data formats,0,0,0,0
33,"Yes, atheists tend to claim self control and self ownership. Are you saying
that theists claim to not have self control? I don't think atheists are
""dominantly arrogant."" They don't claim some god that has supremacy over
all of mankind. Now this claim would be arrogant, but atheists don't claim
it. Most atheists do claim to own themselves. I think any disagreement with
this claim of self ownership would be supremely arrogant.

/---- John David Munch ------------------ <EMAIL> ----\
|...."" the heart can change, be full of hate, or love. If people are allowed|
|to base their lives through their hearts, anything can happen. A dangerous |
|situation, in my opinion."" -Bobby Mozumder describing problems with atheism|

Newsgroup: alt.atheism
Document_id: 54255",11,763,121,0,alt.atheism,Re: The Qur'an and atheists (was Re: Jewish Settlers Demolish a Mosque in Gaza),0,3,1,6
34,"|>
|> I don't understand the point of this petty sarcasm. It is a basic
|> principle of Islam that if one is born muslim or one says ""I testify
|> that there is no god but God and Mohammad is a prophet of God"" that,
|> so long as one does not explicitly reject Islam by word then one _must_
|> be considered muslim by all muslims. So the phenomenon you're attempting
|> to make into a general rule or psychology is a direct odds with basic
|> Islamic principles. If you want to attack Islam you could do better than
|> than to argue against something that Islam explicitly contradicts.

Then Mr Mozumder is incorrect when he says that when committing
bad acts, people temporarily become atheists?

jon.

Newsgroup: alt.atheism
document_id: 51187",7,745,134,0,alt.atheism,Re: An Anecdote about Islam,0,2,0,0
35,"I've been thinking of sending into Mad magazine an idea for a
parody, of those books entitled ""How Things Work"" that
engineers buy their sons, which explain how engines, elevators,
flourescent lights, etc. work.

The parody would be ""How Things Really Work."" Under ""Canned
Food"", on the left page you'd see the description from
""How Things Work"": gleaming stainless steel equipment
pasteurizing the food to precisely the right temperature,
then sealing the can in an oxygen-free environment, etc.

On the right page you'd see ""How Things Really Work"":
brain-dead workers sending disgusting food to the
gleaming equipment -- rotting vegetables, parts of
animals people don't eat, barrels of sugar and chemicals.

Under ""Elevators"" you'd see (on the left) computer geniuses
working out algorithms so that X number of people
waiting for Y elevators will get to Z floors in the shortest
time. On the right, you'd see giggling elevator controllers
behind a one-way mirror in the lobby choosing which people
appear to be in the biggest hurry and making them wait longest.",7,1065,172,1,sci.electronics,Re: How starters work really,0,1,1,8
36,"Several recent posts have identified the English word 'Easter' with
the Babylonian goddess 'Ishtar'.

'Easter' is a pagan word all right, but it has nothing to do with Ishtar.
If 'Easter' and 'Ishtar' were related, their history would show it.
But in Old English, Easter was 'Eostre', cognate with English 'East'
and German 'Ost'. The reconstructed Proto-Germanic form is 'Austron'.
Not until after 1400 did 'Easter' have a high front vowel like 'Ishtar'.
Clearly, the two words have quite separate origins.

There may be neo-pagans who worship Ishtar at Easter, but if so, they
are making either a mistake of etymology, or a deliberate play on words.

-- Michael Covington (Ph.D., linguistics)",9,694,112,2,soc.religion.christian,'Easter' not derived from 'Ishtar',0,1,1,0
37,"A new alternative to Scouting for those ""unacceptable to BSA"" for reasons
of religious or sexual preference:",1,108,17,0,alt.atheism,Re: EnviroLeague,0,0,0,0
38,"I repair a lot of monitors here, and I'd like to know where I can get a
pattern generator (or a circuit for one) that will provide MDA, EGA and VGA
signals. Using a whole PC to do this takes up too much space on my bench, and
is somewhat less than portable. I guess I could sit down and design something,
but I don't have the time right now - any (reasonable) suggestions would be
appreciated.

TNX

TG",4,402,79,1,sci.electronics,,0,0,0,0
39,"Anyone out there in netland have a spare data pod or two from an old
1615A Hewlett Packard logic analyzer? If you do, I'd like to buy it off
of you. The pod's part number is 10248B.

As a side note, anyone know of any good surplus dealer or other organization
that would carry wayward logic analzer pods?

Thanks a byte,
Tod
<EMAIL>

Newsgroup: sci.electronics
Document_id: 53551",5,379,67,1,sci.electronics,data pods (10248B) for HP logic analyzer (1615A)?!?,0,1,0,0
40,"Sorry, Bill, I had to clear this up. There may be good evolutionary
arguments against homosexuality, but these don't qualify.

[deletions]

[deletions]

Oh? I guess all those social insects (e.g. ants, bees, etc.) which
have one breeding queen and a whole passel of sterile workers are on
the way out, huh?

I refer you to the bonobos, a species of primate as closeley related to
humans as chimpanzees (that is, very closely). They have sex all the
time, homosexual as well as heterosexual. When the group finds food, they
have sex. Before the go to sleep at night, they have sex. After they
escape from or fight off prdators, they have sex. Sex serves a very important
social function above and beyond reproduction in this species. A species
closely related to humans. There is some indication that sex performs
a social function in humans, as well, but even if not, this shows that
such a function is not *impossible*.

Sincerely,

Ray Ingles <EMAIL>

""The meek can *have* the Earth. The rest of us are going to the
stars!"" - Robert A. Heinlein",17,1046,182,0,alt.atheism,Evo. & Homosexuality (Was Re: Princeton etc.),0,4,0,22
41,"(Ken Arromdee) wrote:

Fred Rice answered this already in an early posting:
""The problem with your argument is that you do not _know_ who is a _real_
believer and who may be ""faking it"". This is something known only by
the person him/herself (and God). Your assumption that anyone who
_claims_ to be a ""believer"" _is_ a ""believer"" is not necessarily true.""

In other words it seems that nobody could define who is a true and
false Muslim. We are back to square one, Khomeini and Hussein are
still innocent and can't be defined as evil or good Islamic
worshippers.

Cheers,
Kent

---
<EMAIL>. ALink: KSAND -- Private activities on the net.",7,638,112,0,alt.atheism,Re: Yet more Rushdie [Re: ISLAMIC LAW],0,5,0,10
42,"|> [1] HOWEVER, I hate economic terrorism and political correctness
|> worse than I hate this policy.

|> [2] A more effective approach is to stop donating
|> to ANY organizating that directly or indirectly supports gay rights issues
|> until they end the boycott on funding of scouts.

Can somebody reconcile the apparent contradiction between [1] and [2]?",3,357,59,0,alt.atheism,"Re: [soc.motss, et al.] ""Princeton axes matching funds for Boy Scouts""",0,3,1,0
43,"Oh, Bobby. You're priceless. Did I ever tell you that?

My policy with Bobby's posts, should anyone give a damn, is to flick
through the thread at high speed, searching for posts of Bobby's which
have generated a whole pile of followups, then go in and extract the
hilarious quote inevitably present for .sig purposes. Works for me.

For the guy who said he's just arrived, and asked whether Bobby's for real,
you betcha. Welcome to alt.atheism, and rest assured that it gets worse.
I have a few pearls of wisdom from Bobby which I reproduce below. Is anyone
(Keith?) keeping a big file of such stuff?

""In Allah's infinite wisdom, the universe was created from nothing,
just by saying ""Be"", and it became. Therefore Allah exists.""
--- Bobby Mozumder proving the existence of Allah, #1

""Wait. You just said that humans are rarely reasonable. Doesn't that
contradict atheism, where everything is explained through logic and
reason? This is THE contradiction in atheism that proves it false.""
--- Bobby Mozumder proving the existence of Allah, #2

""Plus, to the believer, it would be contradictory
to the Quran for Allah not to exist.""
--- Bobby Mozumder proving the existence of Allah, #3

and now

""One thing that relates is among Navy men that get tatoos that say ""Mom"",
because of the love of their mom. It makes for more virile men. Compare
that with how homos are raised. Do a study and you will get my point.""
-- Bobby Mozumder being Islamically Rigorous on alt.atheism

Mmmmm. Quality *and* quantity from the New Voice of Islam (pbuh).

Cheers

Simon",24,1557,267,0,alt.atheism,Re: islamic authority over women,0,3,0,4
44,"[ Deletia; in case anybody hadn't noticed, Frank and I are debating
""objective morality"", and seemingly hitting semantics. ]

It may be that, being a non-native English-speaker, I've
misunderstood your usage of ""objective"", and tried to debate something
you don't assert; my apologies. I'm at a loss to imagine what you really
do mean, though.

Wrong point. The age of the universe has no direct effect on
humanity's sticking power, in the way the moral system of a society can
have.

I'm saying the Universe has a ""real age"", because I see evidence
for it; cosmology, astronomy and so on. I say this age is independent of
people's opinions of it, because I know different people have a lot of
different opinions in the matter, yet empirical tests consistently seem
to give roughly the same results.

I can't see how it does that. Put a creationist to the task of
performing the tests and calculations, see to it (s)he makes no blatant
errors in measuring or calculating, and the result of the test will be
the same.

Because logically consistent empirical tests contradict their
opinion. If those tests were just my opinion, then their own tests
(which would then be their opinion) would contradict mine, even if we
conducted said tests in identical manner, no? They don't, which I take
as showing these tests have some validity beyond our opinion of them.

Map the activity of nerves and neural activity, if you mean
physical pain. You have a sharp point, I'll give you that; but you still
haven't given me a way to quantify morality.

We agree. Hypotheses, however, can change; I hold that there is no
""ultimate hypothesis of morality"" towards which these changes could
gravitate, but that they could be changed in any way imaginable,
producing different results suitable for different tasks or purposes.

""Better"" and ""worse"" are (almost?) always defined in the context
of a moral system. Your prediction will _always_ be correct, *within*
*that* *moral* *system*. What you need now is an objective definition of
""good"" and ""bad""; I wish you luck.

Isn't that what _you're_ doing, when assuming an ""objectively
real"" morality? Besides, what _exactly_ is provably wrong with my
statement?

Claiming there is no objective morality is suddenly a positive
claim? Besides, I think I _can_ lend some credence to my claim; ponder
different individuals, both fully functional as human beings and members
of society, but yet with wildly different moral codes. If morality was
""objective"", at least one should be way off base, but yet hir
'incorrect' morality seems to function fine. How come?

As for producing these individuals, it might be easiest to pick
them from different societies; say, an islamic one and some polynesian
matrilineal system, for example (if such still exist).

[ deletia - testing for footballs on desks ]

One thing is ""good"" under some circumstances, because we wish to
achieve some goal, for some reason. Other times we wish to do something
else, and that thing is no longer so clearly ""good"" at all.

Some things are hard to make ""good"", because we'd seldom if ever
wish to achieve the sort of goal mass murder would lead one into. Still,
the Aztecs were doing fine until the Spaniards wiped them out.

I almost always know what ""good"" means; sometimes I even know why.
I never claim this ""good"" is thereby fixed in stone, immutable.

[...]

Yes, me too, and I've tried a thing or two down that line; it
doesn't look good for objective values to me at all.",34,3479,591,0,alt.atheism,"Re: After 2000 years, can we say that Christian Morality is",0,2,0,61
45,"The majority of those who can open their mouths in public perhaps.
There seems quite alot of incentive for the British to have control
of NI, like using the North Channel and Irish Sea as a waste dump (I was
appalled at the dumping I saw in the harbor in Belfast). It is my
understanding that quite alot of radioactivity enters the water --
it'd be quite a problem if NI got its independence from Britain and
then stopped accepting the waste. Are you suggesting that British
industry isn't making profit off the situation as well?

Gregg

Newsgroup: alt.atheism
document_id: 53166",5,580,101,0,alt.atheism,Re: Yet more Rushdie [Re: ISLAMIC LAW],0,3,0,7
46,"[it has to do with honoring the laws of the state, and]

I would go further: if a couple are unwilling to have their commitment
publicly witnessed and recorded, that's prima facie evidence that the
commitment isn't really there.",1,228,39,2,soc.religion.christian,Re: When are two people married in God's eyes?,0,3,1,2
47,"(Ann Carlson) writes:

being gay and Christianity are not compatible should

I would absolutly love to have the time and energy to do so. The
problem is to be totally fair I would have to go throught this type of
search on every issue I belive in. I don't have the time, resources,
or ability to do what you ask. Maybe you should pray that God gives
me the opportunity instead of simply discrediting me because I have
not been able to talk to every gay christian.

In Christ's Love,
Bryan

Newsgroup: soc.religion.christian
Document_id: 21574",5,542,95,2,soc.religion.christian,Re: Homosexuality issues in Christianity,0,3,0,5
48,"[stuff deleted...]

That's like saying that, since mathematics includes no instructions on
how to act, it is evil. Atheism is not a moral system, so why should
it speak of instructions on how to act? *Atheism is simply lack of
belief in God*.

Plenty of theists

I think the argument that a particular theist system causes genocide
can be made more convincingly than an argument that atheism causes genocide.
This is because theist systems contain instructions on how to act,
and one or more of these can be shown to cause genocide. However, since
the atheist set of instructions is the null set, how can you show that
atheism causes genocide?",6,643,111,0,alt.atheism,Re: Genocide is Caused by Atheism,0,7,0,19
49,"<EMAIL> writes:

{rest deleted}

Can the Father possibly not hear the words of His children.
Of course He hears all your prayers.
Whether you are a sinner or a saint, no questions.
The real question you should be asking is: ""Does sin block OUR hearing His
answer?"" And the answer to that question is a resounding YES.
To paraphrase the gospel ""Many are called but few choose to listen""
and so it is with prayer.

In Christ,

James",7,430,78,2,soc.religion.christian,"Re: Can sin ""block"" our prayers?",0,3,0,6
50,"[reply to <EMAIL> (Bake Timmons]

Which newsgroup have you been reading? The few anti-Christian posts are
virtually all in response to some Christian posting some ""YOU WILL ALL
BURN IN HELL"" kind of drivel.

Bake, it is transparently obvious that you are a theist pretending to be
an atheist. You probably think you are very clever, but we see this all
the time.

But of course *you* have dismissed them because you are an atheist,
right?

In other words, you *didn't* read the FAQ after all.

David Nye (<EMAIL>). Midelfort Clinic, Eau Claire WI
This is patently absurd; but whoever wishes to become a philosopher
must learn not to be frightened by absurdities. -- Bertrand Russell

Newsgroup: alt.atheism
document_id: 53359",9,725,120,0,alt.atheism,Re: Amusing atheists and agnostics,0,2,0,9
51,"First of all, ""ceremonial law"" is an extraScriptural term. It is sometimes
used as a framework to view Scripture. But if you look at Collosions,
without going into it with the assumption that the Sabbath cannot be
a ceremonial law, you will see that it does refer to the sabbath.

Paul writes in Collosions 2:14-17 how that Christ nailed the laws that were
against us to His cross, and therefore we should not be judged in what
what food we eat, what we drink, the keeping of new moons and holy days,
or the keeping of the sabbath.

The word for sabbath in this verse is ""sabbaton"" and is used throughout the
New Testament to refer to the 7th day. If there is any Scripture from
which we get the idea of the ceremonial law, this is one of them, and the
sabbath is listed among the ceremonial laws.

If one goes into this with the fundamental assumption ""the sabbath cannot
be a ceremonial law"" then he will have to find some way around it, like
saying that this can only refer to the other sabbath holy days besides the
7tH day, Because ""the sabbath cannot be a ceremonial law."" But
Paul is very careful in his letters to add some kind of parenthetcal
statement if there is anything that can be seen as a liscence to sin
in his writings.

Also, why is the sabbath absent from the epistles (except for Hebrews 4, which
talks about the rest that comes through faith?) Surely it would have
been a big problem for first century Christians living in a society
that did not rest on the 7th day. Especially slaves. Many new converst were
slaves. It would have been difficult for slaves to rest on the sabbath
if it had been mandatory. Why is there no mention of this in the epistles?

Link Hudson.

Newsgroup: soc.religion.christian
document_id: 20972",16,1744,317,2,soc.religion.christian,Re: Sabbath Admissions 5of5,0,2,0,2
52,"You can get a *little* UV by putting a heavy UV filter (deep purple) in
front of an ordinary flashlight bulb (the brightest you can get).
My father used a setup like this in law enforcement work circa 1964.

Good UV (""blacklight"") bulbs work like fluorescent bulbs. I'd proceed by
getting a cheap battery-powered _fluorescent_ light, then going to an
electrical supply house and finding a UV bulb that would fit it.",4,415,72,1,sci.electronics,Re: Building a UV flashlight,0,1,1,0
53,"|> In article <1qi3l5$<EMAIL>> <EMAIL> (Jon Livesey) writes:
|>
|> >I hope an Islamic Bank is something other than BCCI, which
|> >ripped off so many small depositors among the Muslim
|> >community in the Uk and elsewhere.
|>
|> >jon.
|>
|> Grow up, childish propagandist.

Gregg, I'm really sorry if having it pointed out that in practice
things aren't quite the wonderful utopia you folks seem to claim
them to be upsets you, but exactly who is being childish here is
open to question.

BBCI was an example of an Islamically owned and operated bank -
what will someone bet me they weren't ""real"" Islamic owners and
operators? - and yet it actually turned out to be a long-running
and quite ruthless operation to steal money from small and often
quite naive depositors.

And why did these naive depositors put their life savings into
BCCI rather than the nasty interest-motivated western bank down
the street? Could it be that they believed an Islamically owned
and operated bank couldn't possibly cheat them?

So please don't try to con us into thinking that it will all
work out right next time.

jon.",10,1104,192,0,alt.atheism,Re: Yet more Rushdie [Re: ISLAMIC LAW],0,4,0,0
54,"Quoth the Moderator:

In a short poem (""God in His mercy made / the fixed pains of Hell""),
C. S. Lewis expresses an idea that I'm sure was current among others,
but I haven't be able to find its source:

that even Hell is an expression of mercy, because God limits the amount
of separation from Him, and hence the amount of agony, that one can
achieve.",1,352,67,2,soc.religion.christian,Re: Hell,0,1,2,6
55,"<EMAIL> (SCOTT D. SAUYET) writes:

Could you speak up? I can't hear you....

--------------------------------------------------------------------------------

""My sole intention was learning to fly.""

Newsgroup: alt.atheism
document_id: 53322",3,242,25,0,alt.atheism,Re: Nicknames,0,4,0,3
56,"<EMAIL> writes:

The quick answer: Revelation 12:7-9

""And there was war in heaven. Michael and his angels fought against
the dragon and his angels who fought back. But he [the dragon] was
not strong enough, and they lost their place in heaven. The great
dragon was hurled down--that ancient serpent, called the devil and
Satan, who leads the whole world astray. He was hurled down to the
earth, and his angels with him.""

The earlier part of chapter 12 deals (very symbolically) with why
Satan rose up in battle against Michael and the good angels in the
first place.

Hope this clears it up.
- Mike Walker

Newsgroup: soc.religion.christian
document_id: 21391",8,661,111,2,soc.religion.christian,Re: Satan kicked out of heaven: Biblical?,0,1,0,8
57,"i'm atheist
just because
there is no supreme being
there is the world as we know it
and it's wonderful and incredible
and there is love between people
and these things are everything
i don't believe in a god that made this all
i believe in the amazing and beautiful
teaming with life world i live in

Newsgroup: soc.religion.christian
Document_id: 21439",1,353,61,2,soc.religion.christian,Re: Why do people become atheists?,0,2,0,8
58,"Well, it's that time of year again here at IU: graduation.
Unfortunately, this means that I am out of here, more than likely for
good. I cannot say if I'll be in here under another username or not, or
even if I'll ever get back in here at all. I am leaving this part of my
ministry to another brother, John Right. So, have fun and remember that
flaming can be considered slander.

Joe Fisher

Newsgroup: soc.religion.christian
document_id: 21321",6,445,79,2,soc.religion.christian,Going permanent no-mail,0,0,0,0
59,"Hi there,

Does anyone know about any greek database/word processor that
can do things like count occurrences of a word, letter et al?

I'm posting this up for a friend who studies greek.

Thanks,

Nico.

P.S. Can you email as I seldom look into usenet nowadays.",5,262,46,2,soc.religion.christian,Greek Wordprocessor/Database.,0,2,0,0
60,"<EMAIL> writes:

^^^^^^^^^^^^^^^^^^^^^^^^

As a muslim (spelled sometimes as Moslem) I must say that Muslims strong
ly believe in Jesus. Refered in islamic text as eesau(as)

Jesus ==> J - esu - s ===> esu (pronounced eee-saw)

Yah we knew him well. Ideally, this war should not even be. And even in
a time of war, our goal is peace. We should try to refrain from viloating
the peace of others as then if we do violate, we will not have peace in
ourselves. I don't like this war eaither, It is a conflict of territory.
Croats, Muslims, and Serbs lived together before in peace. The rallying
point is 'race'. And Im sure that there is a General out there who wouldn't
mind being a president.",9,690,126,2,soc.religion.christian,Re: Doing the work of God??!!),0,3,0,3
61,"<EMAIL> (John Thomson) writes:

Actually, I think J. Chiu knows the score and is just being
silly. However, ""decibel"" is in fact 1/10th of a bel. He is
right on that one, but I don't know if it was accidental or not.

Strictly defined, a bel is the ratio of the log of two power levels,
and a decibel is 1/10th of a bel so you have 10X decibels for every bel,
hence bel=log(P2/P1) and decibel=10Xlog(P2/P1).

The bel, ohm, volt, farad, ampere, watt, hertz, henry, etc. are
all named for pioneers in the field. It's a traditional and fine
way to honor researchers who discover new knowledge in a new field.
Hertz was one of the most important of the early electronics explorers,
but had been left out in having a term or unit named after him
until recently, (1960's, prior to that what is now a hertz was a cps.)
All the other units were defined many decades earlier.",9,866,160,1,sci.electronics,Re: What is Zero dB????,0,3,0,0
62,"<EMAIL> (Jon Livesey) writes:

It only falls apart if you attempt to apply it. This doesn't mean that
an objective system can't exist. It just means that one cannot be
implemented.

keith",4,187,32,0,alt.atheism,Re: <Political Atheists?,0,1,0,4
63,"I know what the 68HC811E2 is all about, but I'm trying to figure
out what the 68SEC811E2 is... specifically, what does the SEC
stand for?

----
Dale Ulan VE6DAU <EMAIL>

Newsgroup: sci.electronics
Document_id: 53953",2,215,34,1,sci.electronics,Part MC68SEC811E2,0,1,0,0
64,"Ann Jackson (<EMAIL>) wrote on 5 May:

I would like to submit the following which helped me enormously.
If it has already been posted, I apologize.

It seems that during the Middle Ages, it was customary for pastors to
explain the Trinity to their parishoners by analogy to water.
Water is water, but can exist in three forms--liquid, ice and vapor.
Thus it is possible for one essence to exist in three forms.

And recently, the pastor of my church drew an analogy, which I
also found useful--A woman is often percieved by others in three
ways, depending on their relationship to her--a mother, a wife and
an employee in a business.

Thus, it seems clear to me that the essence of God can subsist in
the Father, Son, and Holy Spirit or, depending on one's particular
need for Him.

Carol Bocher

Newsgroup: soc.religion.christian
Document_id: 21381",8,849,146,2,soc.religion.christian,Re:Major Views of the Trinity,0,2,0,5
65,"[rest deleted...]

You were a liberal arts major, weren'tcha?

Guess you never saw that photo of the smallest logo in the world--
""IBM"" made with noble gas atoms (krypton? xenon? I forget the
specifics).

Atoms, trees, electrons are all independently observable and
verifiable. Morals aren't. See the difference?

Tep",8,317,49,0,alt.atheism,"Re: After 2000 years, can we say that Christian Morality is",0,4,0,9
66,"One of the easiest, and really very used ways of copyprotection, is to mark
a specific sector on the installation disk bad. This is very easy to get
around, though, if you have any knowledge of hw-hacking, but most 'normal'
users (yes those lowly key-punchers) don't. Whatever you do, please do
_not_ use a hardware key. These were very popular a few years ago, and they
STINK!!

MAIL-mail: <EMAIL> SNAIL-mail: Gunnar Horrigmo
<EMAIL> Oskleiva 17
N-1772 Norway
----------------------------------------------------------------------
Disclaimer: The above posting may seem like insignificant rubbish at
first glance, but if you read between the lines, you will be
surprised to discover the annals of Burt Bacharach, world peace,
Oxford Advanced Readers Dictionary, quantum physics made easy, and an
easy-to-use step-by-step walkthrough on how to make a time travelling
device that actually works.

Newsgroup: sci.electronics
Document_id: 53857",6,941,138,1,sci.electronics,Re: How to the disks copy protected.,0,4,0,5
